Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-October-2007,49.50,50.70,49.00,50.70,50.105734508161201791,6923,67,346882.00,6816,98.45,1.70,1.20
28-September-2007,44.00,48.55,43.95,48.30,46.788848055895830497,22041,95,1031273.00,18508,83.97,4.60,4.30
27-September-2007,47.00,49.35,46.25,46.25,46.403642605130161151,20974,80,973270.00,20338,96.97,3.10,-0.75
26-September-2007,52.50,52.50,48.50,48.65,49.153590192644483362,22840,122,1122668.00,20279,88.79,4.00,-3.85
25-September-2007,49.95,51.10,48.10,51.00,50.821639317759275725,24742,124,1257429.00,23739,95.95,3.00,1.05
24-September-2007,52.00,52.50,48.70,48.70,49.119405980333132651,34881,176,1713334.00,33345,95.60,3.80,-3.30
21-September-2007,54.50,55.00,51.25,51.25,52.039456952651656818,26738,145,1391431.00,25872,96.76,3.75,-3.25
20-September-2007,57.00,58.00,53.85,53.90,55.173264718991855423,24679,134,1361621.00,21824,88.43,4.15,-3.10
19-September-2007,55.55,57.00,54.10,56.65,56.189815877680334266,21779,87,1223758.00,20974,96.30,2.90,1.10
18-September-2007,54.45,56.45,54.45,56.00,55.508011557656947727,7614,51,422638.00,6061,79.60,2.00,1.55
17-September-2007,54.50,57.50,54.50,55.20,55.841838257236645777,10053,81,561378.00,9013,89.65,3.00,0.70
14-September-2007,59.50,59.50,55.25,55.25,57.176997016904209479,15085,95,862515.00,12735,84.42,4.25,-4.25
13-September-2007,56.25,58.95,55.00,58.15,57.472221055725864023,23813,138,1368586.00,18225,76.53,3.95,1.90
12-September-2007,56.45,57.20,54.25,56.85,57.024324383657877982,91102,311,5195030.00,65846,72.28,2.95,0.40
11-September-2007,54.90,55.40,53.00,54.50,54.172235571473908509,22057,94,1194877.00,16846,76.37,2.40,-0.40
10-September-2007,53.90,54.40,52.50,53.85,53.560201316298877274,20664,127,1106768.00,20220,97.85,1.90,-0.05
7-September-2007,53.00,54.80,52.70,53.25,53.435111166625031226,16012,108,855603.00,14362,89.70,2.10,0.25
6-September-2007,53.95,54.00,51.50,53.25,52.699639441918796049,19137,118,1008513.00,15160,79.22,2.50,-0.70
5-September-2007,54.40,56.00,54.00,54.15,54.767131815116460030,19277,70,1055746.00,17551,91.05,2.00,-0.25
4-September-2007,55.40,58.25,54.50,54.70,55.516171289186014996,22138,164,1229017.00,19278,87.08,3.75,-0.70
3-September-2007,55.50,57.30,54.60,55.85,56.349716911463034380,36561,159,2060202.00,35156,96.16,2.70,0.35
31-August-2007,59.20,59.20,54.10,54.60,56.600881488736532810,34714,192,1964843.00,32388,93.30,5.10,-4.60
30-August-2007,57.55,61.00,55.55,56.40,58.415163814385539143,23899,113,1396064.00,23899,100.00,5.45,-1.15
29-August-2007,58.75,60.00,57.00,58.35,58.968843618933493109,15021,85,885771.00,15021,100.00,3.00,-0.40
28-August-2007,63.85,63.85,59.00,59.50,61.427506302633696293,18643,110,1145193.00,18643,100.00,4.85,-4.35
27-August-2007,62.00,62.00,58.50,60.90,59.949738300492610837,12992,58,778867.00,12992,100.00,3.50,-1.10
24-August-2007,60.00,62.50,57.25,61.30,59.488780592299041396,18673,63,1110834.00,18673,100.00,5.25,1.30
23-August-2007,63.10,64.75,59.90,60.25,60.636688590220188733,13988,61,848186.00,13988,100.00,4.85,-2.85
22-August-2007,63.00,66.45,61.45,63.00,62.376717685174840799,8951,42,558334.00,8951,100.00,5.00,0.00
21-August-2007,65.00,70.00,64.65,64.65,65.348458063248870555,5091,44,332689.00,5091,100.00,5.35,-0.35
20-August-2007,68.95,70.30,67.10,68.00,69.247145488029465930,2715,28,188006.00,2715,100.00,3.20,-0.95
17-August-2007,68.95,69.00,65.35,67.55,66.448780487804878048,5945,45,395038.00,5945,100.00,3.65,-1.40
16-August-2007,68.90,70.00,67.25,68.75,68.581737849779086892,2037,23,139701.00,2037,100.00,2.75,-0.15
14-August-2007,68.10,72.00,68.10,70.00,69.532180451127819548,6650,23,462389.00,6650,100.00,3.90,1.90
13-August-2007,67.50,72.70,67.50,71.35,70.148442092886537330,6804,40,477290.00,6804,100.00,5.20,3.85
10-August-2007,65.60,72.45,65.60,70.95,67.877098110822389212,14239,110,966502.00,14239,100.00,6.85,5.35
9-August-2007,75.80,75.80,69.00,69.00,73.087203689799420787,9323,67,681392.00,9323,100.00,6.80,-6.80
8-August-2007,71.00,72.20,70.00,72.20,71.932626538987688098,8772,38,630993.00,8772,100.00,2.20,1.20
7-August-2007,69.30,72.80,68.00,68.80,70.182237429336506991,6722,54,471765.00,6722,100.00,4.80,-0.50
6-August-2007,69.30,71.95,69.00,70.00,69.957940399849113542,5302,43,370917.00,5302,100.00,2.95,0.70
3-August-2007,75.50,75.50,69.00,70.15,70.378775147051554545,20231,88,1423833.00,20231,100.00,6.50,-5.35
2-August-2007,72.15,74.50,72.15,72.60,72.260469711940411948,13157,64,950731.00,13157,100.00,2.35,0.45
1-August-2007,81.00,81.00,75.90,75.90,76.125584585645694331,16037,90,1220826.00,16037,100.00,5.10,-5.10
31-July-2007,81.50,83.00,78.00,79.85,79.419097571490156631,13918,79,1105355.00,13918,100.00,5.00,-1.65
30-July-2007,81.45,84.00,77.40,81.40,79.348865092818456195,24187,121,1919211.00,24187,100.00,6.60,-0.05
27-July-2007,82.00,84.80,81.45,81.45,81.621282279608192341,11230,65,916607.00,11230,100.00,3.35,-0.55
26-July-2007,85.00,85.80,81.25,85.70,85.372515157082491273,27215,140,2323413.00,27215,100.00,4.55,0.70
25-July-2007,75.90,83.80,75.90,81.75,77.707422883453543768,37573,174,2919701.00,37573,100.00,7.90,5.85
24-July-2007,82.00,84.00,79.85,79.85,80.633992832836450146,33207,126,2677613.00,33207,100.00,4.15,-2.15
23-July-2007,86.35,86.35,79.10,84.05,85.041658630665380906,93330,364,7936938.00,93330,100.00,7.25,-2.30
20-July-2007,82.25,82.25,82.25,82.25,82.249977804740907342,33791,101,2779309.00,33791,100.00,0.00,0.00
19-July-2007,77.30,78.35,77.00,78.35,78.260485009550701768,24082,90,1884669.00,24082,100.00,1.35,1.05
18-July-2007,74.60,74.65,70.10,74.65,74.330334281650071123,28120,112,2090169.00,28120,100.00,4.55,0.05
17-July-2007,71.10,71.10,68.00,71.10,70.840691367104900248,54385,212,3852671.00,54385,100.00,3.10,0.00
16-July-2007,64.90,67.80,61.40,67.75,65.121488708789047131,25418,125,1655258.00,25418,100.00,6.40,2.85
13-July-2007,68.00,69.00,64.60,64.60,65.324661706695960453,20027,106,1308257.00,20027,100.00,4.40,-3.40
12-July-2007,70.00,70.95,67.50,67.95,68.828919650917845320,26584,160,1829748.00,26584,100.00,3.45,-2.05
11-July-2007,71.05,71.80,66.20,67.90,68.326683090343685634,24761,177,1691837.00,24761,100.00,5.60,-3.15
10-July-2007,71.00,71.10,64.40,68.70,68.538699477591421501,72740,312,4985505.00,72740,100.00,6.70,-2.30
9-July-2007,67.50,67.75,67.50,67.75,67.728071933076190953,39926,82,2704111.00,39926,100.00,0.25,0.25
6-July-2007,64.55,64.55,64.55,64.55,64.549988401762932034,8622,41,556550.00,8622,100.00,0.00,0.00
5-July-2007,61.45,61.50,61.45,61.50,61.499501053331854972,9019,49,554664.00,9019,100.00,0.05,0.05
4-July-2007,55.00,58.60,54.00,58.60,57.100493185554436018,18857,98,1076744.00,18857,100.00,4.60,3.60
3-July-2007,59.00,60.45,55.10,55.85,56.689145106861642294,17780,133,1007933.00,17780,100.00,5.35,-3.15
2-July-2007,56.05,61.45,55.80,57.65,56.503540881081578221,32619,152,1843089.00,32619,100.00,5.65,1.60
29-June-2007,62.00,62.00,58.70,58.70,58.728211680775169035,18783,104,1103092.00,18783,100.00,3.30,-3.30
28-June-2007,64.00,65.50,61.75,61.75,62.236814313226066969,32194,146,2003652.00,27550,85.57,3.75,-2.25
27-June-2007,69.95,69.95,63.35,64.95,66.412327782755653338,225442,806,14972128.00,187130,83.01,6.60,-5.00
26-June-2007,66.65,66.65,66.65,66.65,66.649983735303685115,43038,107,2868482.00,38833,90.23,0.00,0.00
25-June-2007,63.50,63.50,62.00,63.50,63.317368899666565625,13196,84,835536.00,10585,80.21,1.50,0.00
22-June-2007,60.50,60.50,59.10,60.50,60.339770354906054279,42152,190,2543442.00,36957,87.68,1.40,0.00
21-June-2007,57.65,57.65,53.10,57.65,56.859581802217814054,61502,221,3496978.00,44633,72.57,4.55,0.00
20-June-2007,54.95,54.95,54.95,54.95,54.949988337739076348,51448,95,2827067.00,48342,93.96,0.00,0.00
19-June-2007,52.35,52.35,51.40,52.35,52.273702662321619745,85001,179,4443317.00,74842,88.05,0.95,0.00
18-June-2007,49.90,49.90,46.30,49.90,49.858007495258749761,110203,240,5494502.00,84207,76.41,3.60,0.00
15-June-2007,52.55,52.55,47.55,47.55,50.694266738717381072,286835,653,14540890.00,170384,59.40,5.00,-5.00
14-June-2007,50.05,50.05,50.05,50.05,50.049960315802665107,23939,41,1198146.00,23939,100.00,0.00,0.00
13-June-2007,47.70,47.70,47.70,47.70,47.699981367616918203,26835,46,1280029.00,20835,77.64,0.00,0.00
12-June-2007,45.45,45.45,45.45,45.45,45.449996500804814892,14289,37,649435.00,14289,100.00,0.00,0.00
11-June-2007,43.30,43.30,43.30,43.30,43.299973048243643877,11131,22,481972.00,11131,100.00,0.00,0.00
8-June-2007,41.25,41.25,41.25,41.25,41.249993964414186040,41421,64,1708616.00,40921,98.79,0.00,0.00
7-June-2007,39.30,39.30,39.30,39.30,39.299978963607040179,28522,40,1120914.00,28522,100.00,0.00,0.00
6-June-2007,37.45,37.45,37.45,37.45,37.449975876134918198,22799,57,853822.00,22799,100.00,0.00,0.00
5-June-2007,35.85,35.85,32.45,35.70,35.561870503597122302,48650,158,1730085.00,48650,100.00,3.40,-0.15
4-June-2007,34.15,34.15,34.15,34.15,34.149981842391962232,8261,25,282113.00,8261,100.00,0.00,0.00
1-June-2007,32.55,32.55,32.55,32.55,32.549937733499377334,8030,23,261376.00,8030,100.00,0.00,0.00
31-May-2007,31.00,31.00,31.00,31.00,31.000000000000000000,5575,28,172825.00,5575,100.00,0.00,0.00
30-May-2007,26.80,29.55,26.80,29.55,29.369280380176510522,29460,82,865219.00,29460,100.00,2.75,2.75
29-May-2007,28.65,28.65,26.05,28.15,27.734289496910856134,22660,55,628459.00,22660,100.00,2.60,-0.50
28-May-2007,26.00,27.30,26.00,27.30,27.165923628610195774,10318,38,280298.00,10318,100.00,1.30,1.30
25-May-2007,25.05,26.00,25.00,26.00,25.735419630156472261,2109,9,54276.00,2109,100.00,1.00,0.95
24-May-2007,26.70,26.70,25.15,25.15,26.111346124792264692,13238,47,345662.00,13238,100.00,1.55,-1.55
23-May-2007,25.90,25.90,25.50,25.50,25.896808115141536990,18829,47,487611.00,18829,100.00,0.40,-0.40
22-May-2007,23.35,24.70,23.35,24.70,24.522348094747682801,9710,17,238112.00,9710,100.00,1.35,1.35
21-May-2007,25.60,25.65,23.25,23.55,24.621785334750265674,18820,36,463382.00,18820,100.00,2.40,-2.05
18-May-2007,25.10,25.35,24.00,24.45,24.860233364869126458,15855,46,394159.00,15855,100.00,1.35,-0.65
17-May-2007,25.00,25.00,23.00,24.25,24.090301003344481605,1495,9,36015.00,1495,100.00,2.00,-0.75
16-May-2007,23.50,24.45,23.00,23.95,23.441159878145097596,8863,24,207759.00,8863,100.00,1.45,0.45
15-May-2007,24.25,24.80,23.50,23.55,24.155285714285714285,7000,13,169087.00,7000,100.00,1.30,-0.70
14-May-2007,24.70,24.70,23.50,23.65,24.032285115303983228,9540,24,229268.00,9540,100.00,1.20,-1.05
11-May-2007,25.25,25.25,23.50,23.55,24.418181818181818181,1100,6,26860.00,1100,100.00,1.75,-1.70
10-May-2007,24.90,24.90,22.80,24.10,23.581818181818181818,2750,14,64850.00,2750,100.00,2.10,-0.80
9-May-2007,24.00,24.00,23.95,23.95,23.948881789137380191,626,5,14992.00,626,100.00,0.05,-0.05
8-May-2007,25.00,25.40,23.05,23.15,23.575903614457831325,4150,20,97840.00,4150,100.00,2.35,-1.85
7-May-2007,24.25,24.25,24.25,24.25,24.249985669246202350,17445,31,423041.00,17445,100.00,0.00,0.00
4-May-2007,22.00,23.10,22.00,23.10,22.008391821788220933,13108,10,288486.00,13108,100.00,1.10,1.10
3-May-2007,22.70,22.70,22.00,22.00,22.215979381443298969,13580,19,301693.00,13580,100.00,0.70,-0.70
30-April-2007,24.80,24.80,23.10,23.10,23.460202604920405209,9674,13,226954.00,9674,100.00,1.70,-1.70
27-April-2007,24.25,24.95,24.25,24.30,24.387121212121212121,1320,8,32191.00,1320,100.00,0.70,0.05
26-April-2007,25.50,25.50,24.55,25.00,25.174299065420560747,6420,17,161619.00,6420,100.00,0.95,-0.50
25-April-2007,26.50,27.30,24.80,25.00,25.998301886792452830,10600,30,275582.00,10600,100.00,2.50,-1.50
24-April-2007,26.50,27.00,26.00,26.00,26.824694479561736198,9492,27,254620.00,9492,100.00,1.00,-0.50
23-April-2007,28.05,28.35,25.75,25.75,26.823840647370059134,3213,17,86185.00,3213,100.00,2.60,-2.30
20-April-2007,27.90,27.90,26.80,27.05,27.261194029850746268,3350,30,91325.00,3350,100.00,1.10,-0.85
19-April-2007,26.50,26.60,26.20,26.60,26.517339149400218102,9170,36,243164.00,9170,100.00,0.40,0.10
18-April-2007,25.35,25.35,25.35,25.35,25.349932825794894760,11165,16,283032.00,11165,100.00,0.00,0.00
17-April-2007,23.50,24.15,23.50,24.15,23.997333333333333333,3750,8,89990.00,3750,100.00,0.65,0.65
16-April-2007,23.60,23.60,23.00,23.00,23.328912466843501326,1885,3,43975.00,1885,100.00,0.60,-0.60
13-April-2007,24.00,24.00,23.25,23.50,23.571428571428571428,350,3,8250.00,350,100.00,0.75,-0.50
12-April-2007,24.15,24.15,23.00,23.65,23.591219512195121951,1025,7,24181.00,1025,100.00,1.15,-0.50
11-April-2007,23.15,23.50,23.05,23.05,23.249454545454545454,1375,6,31968.00,1375,100.00,0.45,-0.10
10-April-2007,24.50,24.50,24.00,24.00,24.089655172413793103,7250,10,174650.00,7250,100.00,0.50,-0.50
9-April-2007,26.50,26.70,24.55,25.25,25.117073170731707317,3075,11,77235.00,3075,100.00,2.15,-1.25
5-April-2007,25.00,25.50,25.00,25.50,25.169230769230769230,650,5,16360.00,650,100.00,0.50,0.50
4-April-2007,24.90,25.25,24.05,24.60,24.591796322489391796,3535,23,86932.00,3535,100.00,1.20,-0.30
3-April-2007,24.40,24.40,23.95,24.25,24.170000000000000000,1000,12,24170.00,1000,100.00,0.45,-0.15
2-April-2007,23.35,23.35,23.35,23.35,23.350000000000000000,100,1,2335.00,100,100.00,0.00,0.00
30-March-2007,24.15,24.55,24.15,24.50,24.429182879377431906,2570,10,62783.00,2570,100.00,0.40,0.35
29-March-2007,22.05,23.50,22.05,23.40,23.245757575757575757,6600,11,153422.00,6600,100.00,1.45,1.35
28-March-2007,22.50,24.25,22.50,22.55,23.084042888678650268,19026,15,439197.00,19026,100.00,1.75,0.05
26-March-2007,24.50,24.50,22.95,23.10,23.206896551724137931,1450,7,33650.00,1450,100.00,1.55,-1.40
23-March-2007,24.00,24.30,23.65,24.05,24.026605504587155963,5450,19,130945.00,5450,100.00,0.65,0.05
22-March-2007,24.00,24.50,23.50,23.70,23.945242984257357973,8766,17,209904.00,8766,100.00,1.00,-0.30
21-March-2007,24.50,25.00,23.05,23.90,24.110985915492957746,7100,18,171188.00,7100,100.00,1.95,-0.60
20-March-2007,24.85,24.85,24.00,24.00,24.836834862385321100,21800,24,541443.00,21800,100.00,0.85,-0.85
19-March-2007,22.60,23.70,22.60,23.70,23.667542016806722689,11424,17,270378.00,11424,100.00,1.10,1.10
16-March-2007,23.85,23.85,21.80,22.60,22.085526315789473684,3800,9,83925.00,3800,100.00,2.05,-1.25
15-March-2007,22.90,22.90,22.90,22.90,22.900000000000000000,750,4,17175.00,750,100.00,0.00,0.00
14-March-2007,22.05,22.90,22.05,22.45,22.462956521739130434,2875,12,64581.00,2875,100.00,0.85,0.40
13-March-2007,22.05,23.45,21.30,23.15,22.202680412371134020,4850,16,107683.00,4850,100.00,2.15,1.10
12-March-2007,20.25,22.35,20.25,22.35,20.370116869208921171,21477,9,437489.00,21477,100.00,2.10,2.10
9-March-2007,21.30,21.30,20.45,21.30,21.129811418238181348,7742,22,163587.00,7742,100.00,0.85,0.00
8-March-2007,19.50,20.40,18.55,20.30,19.446005451876703711,9538,35,185476.00,9538,100.00,1.85,0.80
7-March-2007,20.40,20.40,19.50,19.50,20.067324955116696588,1114,10,22355.00,1114,100.00,0.90,-0.90
6-March-2007,20.15,20.50,20.15,20.50,20.188270886665115196,4297,18,86749.00,4297,100.00,0.35,0.35
5-March-2007,21.20,21.20,21.20,21.20,21.199255121042830540,1074,5,22768.00,1074,100.00,0.00,0.00
2-March-2007,23.50,24.50,22.30,22.30,23.045226130653266331,21890,37,504460.00,21890,100.00,2.20,-1.20
1-March-2007,25.00,25.00,23.45,23.45,23.537258989056800416,3838,12,90336.00,3838,100.00,1.55,-1.55
28-February-2007,25.00,25.25,24.65,24.65,24.750769230769230769,6500,24,160880.00,6500,100.00,0.60,-0.35
27-February-2007,24.05,26.55,24.05,25.90,26.269545616324593664,33716,63,885704.00,33716,100.00,2.50,1.85
26-February-2007,25.10,26.30,25.10,25.30,25.207298245614035087,14250,48,359204.00,14250,100.00,1.20,0.20
23-February-2007,26.40,27.00,26.40,26.40,26.413945808001200930,13323,21,351913.00,13323,100.00,0.60,0.00
22-February-2007,30.25,30.30,27.55,27.75,29.954083842038358919,71587,200,2144323.00,71587,100.00,2.75,-2.50
21-February-2007,28.90,28.90,28.90,28.90,28.899978627911946997,23395,50,676115.00,23395,100.00,0.00,0.00
20-February-2007,27.55,27.55,27.55,27.55,27.549926698159309333,12278,29,338258.00,12278,100.00,0.00,0.00
19-February-2007,26.00,26.25,26.00,26.25,26.245212562236690923,10444,26,274105.00,10444,100.00,0.25,0.25
15-February-2007,23.80,25.15,23.30,25.00,24.504948419022058206,23846,65,584345.00,23846,100.00,1.85,1.20
14-February-2007,23.60,25.00,23.50,24.50,24.306674429682951357,18893,53,459226.00,18893,100.00,1.50,0.90
13-February-2007,23.50,25.70,23.50,24.70,24.148299579671379442,26170,63,631961.00,26170,100.00,2.20,1.20
12-February-2007,24.85,24.85,22.55,24.70,24.266565273291730690,63778,153,1547673.00,63778,100.00,2.30,-0.15
9-February-2007,23.70,23.70,23.70,23.70,23.699923254029163468,7818,25,185286.00,7818,100.00,0.00,0.00
8-February-2007,22.60,22.60,22.60,22.60,22.600000000000000000,3245,16,73337.00,3245,100.00,0.00,0.00
7-February-2007,21.55,21.55,21.55,21.55,21.549595572584078331,2349,12,50620.00,2349,100.00,0.00,0.00
6-February-2007,20.55,20.55,20.20,20.55,20.541666666666666666,4536,21,93177.00,4536,100.00,0.35,0.00
5-February-2007,19.45,19.60,19.00,19.60,19.588042081211024896,21007,45,411486.00,21007,100.00,0.60,0.15
2-February-2007,18.10,18.90,18.10,18.70,18.376470588235294117,5100,10,93720.00,5100,100.00,0.80,0.60
1-February-2007,19.35,19.35,17.90,18.75,18.710084033613445378,1428,6,26718.00,1428,100.00,1.45,-0.60
31-January-2007,18.00,18.45,18.00,18.45,18.334456463912041142,5639,34,103388.00,5639,100.00,0.45,0.45
29-January-2007,18.20,18.20,17.55,17.60,18.099510403916768665,8170,40,147873.00,8170,100.00,0.65,-0.60
25-January-2007,17.55,17.90,17.30,17.35,17.593832599118942731,3405,18,59907.00,3405,100.00,0.60,-0.20
24-January-2007,17.45,17.45,17.30,17.35,17.318666666666666666,1500,3,25978.00,1500,100.00,0.15,-0.10
23-January-2007,17.25,17.65,17.25,17.65,17.450000000000000000,400,2,6980.00,400,100.00,0.40,0.40
22-January-2007,17.45,17.45,17.10,17.15,17.169230769230769230,520,4,8928.00,520,100.00,0.35,-0.30
19-January-2007,16.50,17.25,16.50,17.25,17.064390243902439024,2050,8,34982.00,2050,100.00,0.75,0.75
18-January-2007,18.00,18.00,17.35,17.35,17.630833333333333333,1200,5,21157.00,1200,100.00,0.65,-0.65
17-January-2007,18.10,18.10,17.50,17.55,17.612196765498652291,2968,14,52273.00,2968,100.00,0.60,-0.55
16-January-2007,17.90,18.00,17.30,18.00,17.888123924268502581,2905,18,51965.00,2905,100.00,0.70,0.10
15-January-2007,17.15,18.20,16.90,18.20,17.899497267759562841,22875,64,409451.00,22875,100.00,1.30,1.05
12-January-2007,17.70,17.70,17.05,17.35,17.203748047891723060,9605,40,165242.00,9605,100.00,0.65,-0.35
11-January-2007,17.35,18.05,17.30,17.90,17.809523809523809523,2625,12,46750.00,2625,100.00,0.75,0.55
10-January-2007,18.65,18.65,17.60,17.60,17.998000000000000000,2500,14,44995.00,2500,100.00,1.05,-1.05
9-January-2007,18.55,18.70,18.00,18.10,18.422977346278317152,6180,23,113854.00,6180,100.00,0.70,-0.45
8-January-2007,18.20,18.20,18.20,18.20,18.200000000000000000,500,2,9100.00,500,100.00,0.00,0.00
5-January-2007,18.15,18.15,17.55,17.55,17.946666666666666666,150,3,2692.00,150,100.00,0.60,-0.60
4-January-2007,18.00,18.00,17.30,17.35,17.840384615384615384,2600,4,46385.00,2600,100.00,0.70,-0.65
3-January-2007,18.35,18.35,17.45,17.50,17.538613861386138613,5050,12,88570.00,5050,100.00,0.90,-0.85
2-January-2007,18.00,18.05,18.00,18.00,18.020000000000000000,500,2,9010.00,500,100.00,0.05,0.00
29-December-2006,17.30,17.90,17.30,17.40,17.390909090909090909,1100,6,19130.00,1100,100.00,0.60,0.10
28-December-2006,17.50,18.55,17.25,17.25,17.589367088607594936,5925,14,104217.00,5925,100.00,1.30,-0.25
27-December-2006,17.50,18.35,17.45,18.00,17.887166859791425260,6904,19,123493.00,6904,100.00,0.90,0.50
26-December-2006,18.50,18.50,17.65,17.65,18.139523578026251823,2057,9,37313.00,2057,100.00,0.85,-0.85
22-December-2006,17.90,17.90,17.90,17.90,17.900000000000000000,1000,4,17900.00,1000,100.00,0.00,0.00
21-December-2006,17.55,18.35,17.55,17.55,17.645600000000000000,1250,5,22057.00,1250,100.00,0.80,0.00
20-December-2006,17.25,18.30,17.25,17.90,17.585517241379310344,2900,10,50998.00,2900,100.00,1.05,0.65
19-December-2006,18.00,18.70,17.50,17.55,17.704638472032742155,1466,13,25955.00,1466,100.00,1.20,-0.45
18-December-2006,18.00,18.25,18.00,18.25,18.048000000000000000,250,2,4512.00,250,100.00,0.25,0.25
15-December-2006,18.00,19.00,18.00,18.75,18.794012282497441146,3908,11,73447.00,3908,100.00,1.00,0.75
14-December-2006,17.40,18.25,17.40,18.20,18.143500000000000000,2000,5,36287.00,2000,100.00,0.85,0.80
13-December-2006,16.45,18.05,16.45,18.05,16.620212765957446808,4700,10,78115.00,4700,100.00,1.60,1.60
12-December-2006,17.50,17.60,17.30,17.30,17.414058209774848984,1821,13,31711.00,1821,100.00,0.30,-0.20
11-December-2006,18.65,18.65,17.90,18.20,18.119904076738609112,2085,16,37780.00,2085,100.00,0.75,-0.45
8-December-2006,19.15,19.20,18.40,18.80,19.014533085961657390,3234,13,61493.00,3234,100.00,0.80,-0.35
7-December-2006,19.75,20.10,19.05,19.05,19.945277600510529674,6268,29,125017.00,6268,100.00,1.05,-0.70
6-December-2006,19.50,19.60,19.05,19.15,19.129326424870466321,4825,34,92299.00,4825,100.00,0.55,-0.35
5-December-2006,21.00,21.45,20.00,20.00,20.400473502094336186,5491,33,112019.00,5491,100.00,1.45,-1.00
4-December-2006,22.50,22.50,20.50,21.05,21.147554925584691708,7055,35,149196.00,7055,100.00,2.00,-1.45
1-December-2006,21.80,22.60,20.50,21.50,21.972628421447319085,13335,70,293005.00,13335,100.00,2.10,-0.30
30-November-2006,22.00,22.24,20.00,21.53,20.994573962064713136,85145,249,1787583.00,72960,85.69,2.24,-0.47
29-November-2006,20.84,21.34,19.10,19.45,20.132201334141904184,13192,85,265584.00,11089,84.06,2.24,-1.39
28-November-2006,17.90,22.15,17.80,19.84,20.651823968662014934,32676,188,674819.00,28156,86.17,4.35,1.94
27-November-2006,16.10,19.50,16.10,18.89,18.006520824568784181,19016,104,342412.00,16412,86.31,3.40,2.79
24-November-2006,15.00,17.00,14.90,16.57,15.620014503263234227,9653,67,150780.00,8552,88.59,2.10,1.57
23-November-2006,17.80,17.80,14.45,14.60,14.910756105720976915,11956,39,178273.00,11316,94.65,3.35,-3.20
22-November-2006,15.19,15.19,14.28,14.90,15.085623678646934460,4730,33,71355.00,4608,97.42,0.91,-0.29
21-November-2006,14.95,15.00,14.35,14.89,14.808168642951251646,7590,18,112394.00,7590,100.00,0.65,-0.06
20-November-2006,13.75,15.00,13.75,14.47,14.348653793853685069,3677,23,52760.00,3675,99.95,1.25,0.72
17-November-2006,13.85,14.30,13.70,13.70,13.952861952861952861,2376,19,33152.00,2301,96.84,0.60,-0.15
16-November-2006,15.11,15.11,13.00,13.23,14.034995206136145733,14602,60,204939.00,13268,90.86,2.11,-1.88
15-November-2006,13.99,15.00,13.99,14.79,14.548757170172084130,5753,38,83699.00,5603,97.39,1.01,0.80
14-November-2006,14.00,14.10,13.40,13.74,13.755928282244071717,3458,18,47568.00,3257,94.19,0.70,-0.26
13-November-2006,13.51,13.70,13.50,13.69,13.525842696629213483,1780,8,24076.00,1780,100.00,0.20,0.18
10-November-2006,14.73,14.73,13.10,13.44,13.795498392282958199,4665,32,64356.00,3521,75.48,1.63,-1.29
9-November-2006,13.10,13.40,13.00,13.40,13.112000000000000000,250,6,3278.00,220,88.00,0.40,0.30
8-November-2006,13.50,14.00,13.00,13.55,13.245246410554908808,5154,38,68266.00,4861,94.32,1.00,0.05
7-November-2006,13.30,14.25,13.25,14.12,13.837320574162679425,627,9,8676.00,527,84.05,1.00,0.82
6-November-2006,13.95,14.00,13.75,13.99,13.952000000000000000,500,8,6976.00,500,100.00,0.25,0.04
3-November-2006,13.58,14.00,13.58,13.65,13.748888888888888888,450,8,6187.00,425,94.44,0.42,0.07
2-November-2006,13.50,13.50,13.50,13.50,13.500000000000000000,400,2,5400.00,400,100.00,0.00,0.00
1-November-2006,14.00,14.00,13.61,13.61,13.961832061068702290,655,4,9145.00,655,100.00,0.39,-0.39
31-October-2006,13.80,14.09,13.12,13.95,13.511326860841423948,1236,17,16700.00,955,77.27,0.97,0.15
30-October-2006,13.80,14.10,13.80,14.00,14.017894736842105263,950,7,13317.00,950,100.00,0.30,0.20
27-October-2006,14.80,14.80,13.90,14.05,14.069406392694063926,1095,8,15406.00,775,70.78,0.90,-0.75
26-October-2006,14.04,14.05,13.80,13.85,13.915714285714285714,700,5,9741.00,700,100.00,0.25,-0.19
23-October-2006,13.95,14.00,13.70,13.93,13.893493975903614457,4150,22,57658.00,3625,87.35,0.30,-0.02
21-October-2006,14.00,14.00,13.50,13.50,13.833333333333333333,300,2,4150.00,300,100.00,0.50,-0.50
20-October-2006,13.85,13.85,13.50,13.74,13.578888888888888888,1800,17,24442.00,1800,100.00,0.35,-0.11
19-October-2006,12.90,13.39,12.25,13.39,12.653618030842230130,5058,24,64002.00,4807,95.04,1.14,0.49
18-October-2006,13.24,13.24,12.95,12.95,12.950980392156862745,102,3,1321.00,101,99.02,0.29,-0.29
17-October-2006,12.90,12.90,12.55,12.89,12.757121439280359820,2001,12,25527.00,1860,92.95,0.35,-0.01
16-October-2006,12.75,13.57,12.50,13.00,12.815037593984962406,6650,36,85220.00,6596,99.19,1.07,0.25
13-October-2006,13.70,14.01,13.51,13.51,13.823333333333333333,600,6,8294.00,500,83.33,0.50,-0.19
